二筛排名,代码,行业,二筛总分,优先级,异常惩罚,PE_TTM,距52周高点跌幅_%,营收5年CAGR_%,净利润5年CAGR_%,已在Watchlist,量化警示,52周高点,营收3年CAGR_%,净利润3年CAGR_%,经营现金流3年CAGR_%,应收账款3年CAGR_%,库存3年CAGR_%,毛利率_%,净利率_%,ROE_%,ROA_%,资产负债率_%,长期债务权益比,利息保障倍数,流动比率,总资产周转率,FCF净利润转化率,股数3年CAGR_%,经营现金流_原始值
553,PFSI,,35.2,C-暂缓,0.0,10.531064,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
554,NWE,,35.2,C-暂缓,0.0,25.472503,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
555,FPE,,35.2,C-暂缓,0.0,10.452941,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
556,HGV,,35.2,C-暂缓,0.0,25.452638,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
557,ESTC,,35.2,C-暂缓,0.0,25.463564,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
558,DGX,,35.1,C-暂缓,0.0,25.673507,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
559,GMAB,,35.1,C-暂缓,0.0,26.963787,,,,否,无,,,,,10.59,nan,nan,nan,nan,nan,42.15,0.93,,2.02,,nan,-1.96,
560,DB,,35.0,C-暂缓,0.0,10.135928,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
561,DBRG,,35.0,C-暂缓,0.0,10.270968,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
562,TIMB,,35.0,C-暂缓,0.0,10.259665,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
563,HSY,,35.0,C-暂缓,0.0,25.800842,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
564,SKYW,,35.0,C-暂缓,0.0,10.17147,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
565,OFG,,35.0,C-暂缓,0.0,10.180766,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
566,CHRW,Industrials,34.9,C-暂缓,10.0,27.588829,31.2,-13.05,-14.54,否,经营现金流3Y为负,210.33,-13.05,-14.54,-17.86,-7.59,,8.37,3.62,31.81,11.34,27.59,0.76,10.96,1.53,3.13,1.44,0.6,914519000.0
567,LUV,,34.9,C-暂缓,0.0,25.945569,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
568,LW,,34.9,C-暂缓,0.0,25.894231,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
569,SLB,,34.9,C-暂缓,0.0,25.96628,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
570,GGG,,34.9,C-暂缓,0.0,25.997291,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
571,FSM,,34.9,C-暂缓,0.0,10.01407,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
572,ECG,,34.9,C-暂缓,0.0,26.015981,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
573,FAF,,34.9,C-暂缓,0.0,10.086043,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
574,BPY,,34.8,C-暂缓,0.0,9.869991,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
575,MGA,,34.8,C-暂缓,0.0,26.158126,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
576,MKL,,34.8,C-暂缓,0.0,9.906949,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
577,SEZL,,34.8,C-暂缓,0.0,26.161558,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
578,PATH,,34.8,C-暂缓,0.0,26.093988,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
579,PFS,,34.8,C-暂缓,0.0,9.888044,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
580,HSIC,,34.8,C-暂缓,0.0,26.024907,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
581,IAG,,34.8,C-暂缓,0.0,9.966512,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
582,MTDR,,34.8,C-暂缓,0.0,9.958501,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
583,SOXX,,34.8,C-暂缓,0.0,9.923872,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
584,VIRT,,34.8,C-暂缓,0.0,9.943159,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
585,EWZ,,34.8,C-暂缓,0.0,26.162518,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
586,EZU,,34.8,C-暂缓,0.0,9.976472,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
587,NHC,,34.7,C-暂缓,0.0,26.294189,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
588,M,,34.6,C-暂缓,0.0,9.619895,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
589,PDD,,34.6,C-暂缓,0.0,9.640453,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
590,IMCG,,34.6,C-暂缓,0.0,9.634694,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
591,LULU,,34.6,C-暂缓,0.0,9.633128,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
592,MTG,,34.6,C-暂缓,0.0,9.651728,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
593,GFF,,34.6,C-暂缓,0.0,26.384615,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
594,OMF,,34.6,C-暂缓,0.0,9.677662,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
595,FSS,,34.6,C-暂缓,0.0,26.425081,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
596,ESNT,,34.6,C-暂缓,0.0,9.660651,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
597,WSO.B,,34.5,C-暂缓,0.0,26.502142,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
598,KB,,34.5,C-暂缓,0.0,9.538841,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
599,LTM,,34.5,C-暂缓,0.0,9.464088,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
600,GHC,,34.5,C-暂缓,0.0,9.499853,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
601,TRP,,34.5,C-暂缓,0.0,26.563689,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
602,EC,,34.5,C-暂缓,0.0,9.400946,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
603,MAN,,34.4,C-暂缓,0.0,26.691091,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
604,MKC,,34.4,C-暂缓,0.0,9.397422,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
605,MKC.V,,34.4,C-暂缓,0.0,9.325876,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
606,RGLD,,34.4,C-暂缓,0.0,26.689501,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
607,DLB,,34.4,C-暂缓,0.0,26.698063,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
608,PAGP,,34.4,C-暂缓,0.0,9.353047,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
609,KNF,,34.3,C-暂缓,0.0,26.758275,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
610,DLN,,34.3,C-暂缓,0.0,26.845306,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
611,TJX,,34.3,C-暂缓,0.0,26.759259,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
612,OXY,,34.3,C-暂缓,0.0,9.223191,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
613,PCAR,,34.3,C-暂缓,0.0,26.834332,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
614,HYG,,34.3,C-暂缓,0.0,9.206355,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
615,IBP,,34.3,C-暂缓,0.0,26.876067,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
616,SITE,,34.3,C-暂缓,0.0,26.876712,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
617,SON,,34.3,C-暂缓,0.0,9.205087,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
618,VIST,,34.3,C-暂缓,0.0,9.136884,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
619,URI,,34.3,C-暂缓,0.0,26.84438,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
620,ORI,,34.3,C-暂缓,0.0,9.194179,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
621,FTI,,34.3,C-暂缓,0.0,26.890637,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
622,FND,,34.3,C-暂缓,0.0,26.834045,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
623,DINO,,34.2,C-暂缓,0.0,9.082501,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
624,PUK,,34.2,C-暂缓,0.0,9.074919,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
625,EEM,,34.2,C-暂缓,0.0,9.026646,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
626,MIFF,,34.1,C-暂缓,0.0,8.902347,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
627,KO,,34.1,C-暂缓,0.0,27.153602,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
628,JPC,,34.1,C-暂缓,0.0,8.929412,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
629,EXPD,,34.1,C-暂缓,0.0,27.14664,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
630,FLS,,34.1,C-暂缓,0.0,27.113261,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
631,SARO,,34.0,C-暂缓,0.0,27.222809,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
632,KSPI,,34.0,C-暂缓,0.0,8.81271,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
633,LBRT,,34.0,C-暂缓,0.0,27.200411,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
634,TM,,34.0,C-暂缓,0.0,8.783556,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
635,IGM,,34.0,C-暂缓,0.0,8.748214,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
636,RVT,,34.0,C-暂缓,0.0,8.782872,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
637,PTY,,34.0,C-暂缓,0.0,8.696296,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
638,DOO,Consumer Cyclical,33.9,C-暂缓,6.0,25.325323,19.03,-5.59,-30.37,否,ROE>40%,81.89,-5.59,-30.37,23.13,-1.16,-7.29,22.35,3.45,48.27,4.62,42.38,4.44,2.94,1.27,1.34,2.99,-2.51,1212500000.0
639,HTZZ,,33.9,C-暂缓,0.0,27.334264,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
640,LH,,33.9,C-暂缓,0.0,27.362169,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
641,REZI,,33.9,C-暂缓,0.0,8.647303,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
642,PM,,33.9,C-暂缓,0.0,27.33129,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
643,HTGC,,33.8,C-暂缓,0.0,8.388075,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
644,IAU,,33.8,C-暂缓,0.0,8.4334,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
645,ENB,,33.8,C-暂缓,0.0,27.550596,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
646,EQR,,33.8,C-暂缓,0.0,27.574234,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
647,ETR,,33.8,C-暂缓,0.0,27.61126,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
648,T,,33.7,C-暂缓,0.0,8.272451,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
649,TRI,,33.7,C-暂缓,0.0,27.749868,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
650,PSI,,33.7,C-暂缓,0.0,8.315812,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
651,STWD,,33.7,C-暂缓,0.0,27.709638,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
652,WH,,33.7,C-暂缓,0.0,27.720066,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
653,EXE,,33.7,C-暂缓,0.0,8.279236,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
654,IJT,,33.6,C-暂缓,0.0,8.156618,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
655,VIS,,33.6,C-暂缓,0.0,8.179646,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
656,EWC,,33.6,C-暂缓,0.0,8.145723,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
657,EWL,,33.6,C-暂缓,0.0,8.190259,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
658,LHX,,33.5,C-暂缓,0.0,27.999682,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
659,LAMR,,33.4,C-暂缓,0.0,28.119707,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
660,HUBB,,33.4,C-暂缓,0.0,28.092867,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
661,NDAQ,,33.4,C-暂缓,0.0,28.097924,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
662,TTC,,33.4,C-暂缓,0.0,28.168249,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
663,SAP,,33.3,C-暂缓,0.0,28.259388,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
664,GEV,,33.3,C-暂缓,0.0,28.260435,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
665,TRGP,,33.2,C-暂缓,0.0,28.392879,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
666,SIMO,,33.2,C-暂缓,0.0,28.44243,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
667,CPB,Consumer Defensive,33.1,C-暂缓,10.0,11.677505,32.62,6.19,-7.35,否,经营现金流3Y为负,34.17,6.19,-7.35,-1.43,3.36,4.55,30.42,5.87,15.43,4.0,48.42,1.85,3.31,0.77,0.68,1.17,-0.1,1131000000.0
668,LPLA,,33.1,C-暂缓,0.0,28.634576,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
669,KIM,,33.1,C-暂缓,0.0,28.523443,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
670,NWSA,,33.1,C-暂缓,0.0,28.592233,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
671,PODD,,33.1,C-暂缓,0.0,28.603917,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
672,ESAB,,33.1,C-暂缓,0.0,28.59785,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
673,JBS,Consumer Defensive,33.0,C-暂缓,8.0,13.212274,26.43,5.88,-12.26,否,FCF/NI<70%,18.65,5.88,-12.26,4.35,2.95,3.03,13.11,2.35,23.26,4.72,50.62,2.63,2.56,1.6,2.01,0.41,-21.61,2931953000.0
674,TREX,,33.0,C-暂缓,0.0,28.657444,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
675,HRL,,33.0,C-暂缓,0.0,28.781474,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
676,VRSK,,33.0,C-暂缓,0.0,28.695343,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
677,RDY,,32.9,C-暂缓,0.0,28.826607,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
678,NGD,,32.9,C-暂缓,0.0,28.828051,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
679,SBLK,,32.8,C-暂缓,6.0,11.831373,,,,否,股数膨胀>2%,,,,,-0.18,-8.48,nan,nan,nan,nan,32.3,0.5,,1.78,,nan,3.31,
680,DTM,,32.8,C-暂缓,0.0,29.060416,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
681,STE,,32.8,C-暂缓,0.0,28.961044,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
682,MSM,,32.8,C-暂缓,0.0,29.065217,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
683,VALE,,32.6,C-暂缓,0.0,29.312526,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
684,KWR,,32.4,C-暂缓,0.0,29.649011,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
685,SII,,32.4,C-暂缓,0.0,29.617647,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
686,VRSN,,32.4,C-暂缓,0.0,29.647568,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
687,SKM,,32.3,C-暂缓,0.0,29.74438,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
688,LGND,,32.2,C-暂缓,0.0,29.939238,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
689,DEO,,32.2,C-暂缓,0.0,29.813864,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
690,FELE,,32.1,C-暂缓,0.0,29.996991,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
691,GEO,,32.0,C-暂缓,6.0,14.300584,,,,否,股数膨胀>2%,,,,,12.54,,nan,nan,nan,nan,44.89,1.15,,2.01,,nan,3.17,
692,HRB,,31.7,C-暂缓,0.0,9.216993,,,,否,无,,,,,-33.98,,nan,nan,nan,nan,64.56,17.89,,1.13,,nan,-5.29,
693,NMRK,Real Estate,31.5,C-暂缓,10.0,20.525,18.81,6.78,14.86,否,经营现金流3Y为负,19.84,6.78,14.86,-47.61,6.26,,nan,3.83,8.63,2.59,41.89,1.44,7.2,1.05,0.68,1.13,1.96,172001000.0
694,CXT,Industrials,28.5,C-暂缓,18.0,20.066116,30.2,7.33,-10.87,否,应收增速>营收；经营现金流3Y为负,69.0,7.33,-10.87,-7.59,19.7,5.2,42.48,8.76,11.58,5.27,38.82,0.97,4.0,1.5,0.6,1.37,0.42,241500000.0
695,SKY,,27.6,C-暂缓,10.0,27.113533,,0.72,-19.85,否,经营现金流3Y为负,,0.72,-19.85,-9.96,,,26.44,7.77,nan,,,,36.85,,,1.3,,303868000.0
696,NKE,Consumer Cyclical,27.3,C-暂缓,18.0,19.547619,50.14,-3.24,-15.05,否,应收增速>营收；经营现金流3Y为负,80.17,-3.24,-15.05,-21.11,12.81,-3.91,42.91,6.7,20.91,8.29,28.72,0.74,,1.96,1.24,0.7,-1.07,2868000000.0
697,CALM,Consumer Defensive,27.1,C-暂缓,18.0,12.149321,31.2,-2.55,-25.24,否,应收增速>营收；经营现金流3Y为负,117.45,-2.55,-25.24,-17.78,7.08,9.68,23.08,10.88,12.03,10.23,0.05,0.0,560.06,7.7,0.94,1.04,-1.38,479753000.0
698,ITUB,Financial Services,27.1,C-暂缓,18.0,9.093007,24.22,6.61,15.38,否,经营现金流3Y为负；FCF/NI<70%,9.6,6.61,15.38,-35.7,6.79,,nan,27.15,21.93,1.52,18.38,2.76,,,0.06,0.61,-0.23,34466000000.0
699,SOBO,,27.1,C-暂缓,10.0,17.095944,,,,否,经营现金流3Y为负,,,,-4.06,,,nan,nan,nan,,,,,,,nan,,717000000.0
700,RDN,,26.3,C-暂缓,10.0,9.354561,,,,否,经营现金流3Y为负,,,,-32.42,5.13,,nan,nan,nan,nan,13.93,0.24,,,,nan,-4.8,119862000.0
701,E,,25.5,C-暂缓,10.0,14.759885,,,,否,经营现金流3Y为负,,,,-8.6,,,nan,nan,nan,,,,,,,nan,,13330000000.0
702,STZ,,24.1,C-暂缓,10.0,12.71619,,,,否,经营现金流3Y为负,,,,-1.07,,,nan,nan,nan,,,,,,,nan,,2669000000.0
703,ADT,Industrials,24.0,C-暂缓,17.0,10.267896,17.8,5.39,65.0,否,利润增长显著快于营收；经营现金流3Y为负,8.94,5.39,65.0,-0.07,4.78,-5.27,80.83,11.62,15.77,3.74,48.61,2.04,2.82,0.93,0.32,2.2,-3.65,1884163000.0
704,SQM,Basic Materials,23.9,C-暂缓,8.0,26.372725,21.98,-24.68,-46.8,否,应收增速>营收,98.0,-24.68,-46.8,,-16.37,0.36,29.56,12.85,10.33,4.52,32.6,0.83,6.35,3.27,0.35,0.74,0.0,
705,BSBR,Financial Services,22.9,C-暂缓,18.0,16.28655,23.7,2.64,-3.68,否,经营现金流3Y为负；FCF/NI<70%,7.32,2.64,-3.68,-10.0,,,nan,27.35,10.2,1.02,2.21,0.22,,,0.04,0.1,0.16,4992175000.0
706,OGS,,22.6,C-暂缓,16.0,17.464676,,,,否,经营现金流3Y为负；股数膨胀>2%,,,,-28.31,-5.89,-6.94,nan,nan,nan,nan,38.11,0.98,,0.6,,nan,4.24,578833000.0
707,KRC,,22.5,C-暂缓,10.0,25.683017,,,,否,经营现金流3Y为负,,,,-1.48,,,nan,nan,nan,,,,,,,nan,,566313000.0
708,AA,Basic Materials,22.1,C-暂缓,22.0,10.684259,41.82,1.01,nan,否,应收增速>营收；FCF/NI<70%；股数膨胀>2%,84.38,1.01,nan,12.97,11.0,-3.56,16.94,9.02,18.91,7.66,16.78,0.44,7.73,1.44,0.85,0.49,14.13,1185000000.0
709,WMG,Communication Services,22.1,C-暂缓,16.0,21.570689,23.72,4.25,-12.83,否,ROE>40%；经营现金流3Y为负,35.42,4.25,-12.83,-2.96,10.84,-16.89,45.85,5.44,56.41,3.85,46.88,7.12,4.02,0.66,0.71,0.94,0.48,678000000.0
710,AMKR,Technology,21.4,C-暂缓,18.0,22.820628,46.6,-1.84,-21.26,否,经营现金流3Y为负；FCF/NI<70%,96.68,-1.84,-21.26,-0.1,-0.26,-11.41,13.99,5.57,8.36,,nan,0.35,6.89,2.27,,0.51,0.3,1095606000.0
711,AR,Energy,18.1,C-暂缓,18.0,10.624093,17.19,-15.47,-30.28,否,应收增速>营收；经营现金流3Y为负,45.75,-15.47,-30.28,-18.85,-1.64,,22.1,12.65,8.4,4.83,26.62,0.47,11.64,0.55,0.38,1.96,1.23,1630930000.0
712,CEG,Utilities,16.4,C-暂缓,16.0,26.546161,33.09,1.47,nan,否,应收增速>营收；FCF/NI<70%,412.7,1.47,nan,nan,11.43,4.87,18.38,9.08,15.97,4.21,15.71,0.62,7.87,1.53,0.46,0.56,-1.52,4237000000.0
713,CDW,Technology,15.1,C-暂缓,24.0,16.474419,19.55,-1.89,-1.45,否,ROE>40%；应收增速>营收；经营现金流3Y为负,171.55,-1.89,-1.45,-3.37,12.26,-11.04,21.73,4.76,40.93,6.95,36.11,2.22,7.28,1.18,1.46,1.02,-1.52,1205200000.0
714,ANDE,Consumer Defensive,12.6,C-暂缓,18.0,13.172855,16.16,-14.03,-9.95,否,经营现金流3Y为负；FCF/NI<70%,82.11,-14.03,-9.95,-14.89,-19.46,-7.62,6.48,0.87,7.69,2.44,25.43,0.76,4.0,1.41,2.81,-0.59,0.22,176998000.0
715,RITM,Real Estate,11.5,C-暂缓,22.0,17.259469,19.78,-6.84,-10.63,否,应收增速>营收；FCF/NI<70%；股数膨胀>2%,12.74,-6.84,-10.63,nan,40.76,,nan,23.73,8.08,1.38,67.13,4.23,,,0.06,-1.9,5.48,-1292051000.0
716,HAPN,Financial Services,11.4,C-暂缓,22.0,11.139975,16.82,-5.6,-22.34,否,应收增速>营收；FCF/NI<70%；股数膨胀>2%,21.67,-5.6,-22.34,nan,12.43,,nan,13.58,9.04,1.22,0.14,0.01,,,0.09,-21.13,2.69,-2726940000.0
717,WHR,Consumer Cyclical,8.4,C-暂缓,18.0,13.69194,59.07,-7.67,nan,否,经营现金流3Y为负；FCF/NI<70%,96.57,-7.67,nan,-30.33,-6.38,3.36,15.37,2.05,11.67,1.97,44.93,2.64,2.51,0.76,0.96,0.25,1.31,470000000.0
718,ASO,Consumer Cyclical,7.5,C-暂缓,26.0,8.377754,26.32,-1.81,-15.66,否,应收增速>营收；经营现金流3Y为负；FCF/NI<70%,62.45,-1.81,-15.66,-7.65,28.18,5.42,34.78,6.22,17.35,7.4,35.86,0.87,14.42,1.89,1.19,0.59,-5.4,434798000.0
719,AN,Consumer Cyclical,4.0,C-暂缓,18.0,9.278409,15.58,0.79,-22.18,否,经营现金流3Y为负；FCF/NI<70%,235.81,0.79,-22.18,-59.37,3.3,18.46,17.91,2.35,27.73,4.74,70.76,4.35,2.99,0.84,2.02,-0.3,-9.6,111900000.0
720,CLX,Consumer Defensive,2.8,C-暂缓,31.0,22.432432,17.04,-3.11,57.94,否,利润增长显著快于营收；ROE>40%；经营现金流3Y为负；FCF/NI<70%,128.9,-3.11,57.94,-19.15,3.78,3.74,42.32,8.74,652.22,8.79,70.82,61.33,7.08,0.66,1.01,0.69,-0.79,612000000.0
