二筛排名,代码,行业,二筛总分,优先级,异常惩罚,PE_TTM,距52周高点跌幅_%,营收5年CAGR_%,净利润5年CAGR_%,量化警示,52周高点,营收3年CAGR_%,净利润3年CAGR_%,经营现金流3年CAGR_%,应收账款3年CAGR_%,库存3年CAGR_%,毛利率_%,净利率_%,ROE_%,ROA_%,资产负债率_%,长期债务权益比,利息保障倍数,流动比率,总资产周转率,FCF净利润转化率,股数3年CAGR_%,经营现金流_原始值
511,EPAM,,36.5,C-暂缓,0.0,12.408508,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
512,ERIC,,36.5,C-暂缓,0.0,12.45299,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
513,FHN,,36.5,C-暂缓,0.0,12.355049,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
514,ALE,,36.4,C-暂缓,0.0,23.831376,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
515,TREX,,36.4,C-暂缓,0.0,23.80702,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
516,PHM,,36.4,C-暂缓,0.0,12.22857,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
517,SNY,,36.4,C-暂缓,0.0,12.247286,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
518,PRU,,36.4,C-暂缓,0.0,12.224451,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
519,WCC,,36.4,C-暂缓,0.0,23.829783,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
520,TRMK,,36.4,C-暂缓,0.0,12.272093,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
521,TU,,36.4,C-暂缓,0.0,23.765188,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
522,UL,,36.4,C-暂缓,0.0,12.203946,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
523,FCPT,,36.4,C-暂缓,0.0,23.723434,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
524,STZ,Consumer Defensive,36.3,C-暂缓,10.0,12.579048,25.3,-1.12,nan,经营现金流3Y为负,176.82,-1.12,nan,-1.07,-9.96,-8.93,51.55,18.46,20.87,7.75,51.15,1.39,7.58,1.08,0.42,1.06,-1.93,2669000000.0
525,GBCI,,36.3,C-暂缓,0.0,23.854833,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
526,GPK,,36.3,C-暂缓,0.0,12.076087,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
527,MTOR,,36.2,C-暂缓,0.0,11.968033,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
528,SRC,,36.2,C-暂缓,0.0,24.025712,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
529,TFC,,36.2,C-暂缓,0.0,11.896193,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
530,FFBC,,36.2,C-暂缓,0.0,12.003665,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
531,GIB,,36.2,C-暂缓,0.0,11.987799,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
532,FTS,,36.2,C-暂缓,0.0,24.007727,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
533,IBP,,36.2,C-暂缓,0.0,23.987813,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
534,UNP,,36.2,C-暂缓,0.0,24.070973,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
535,GGG,,36.1,C-暂缓,0.0,24.137402,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
536,PVH,,36.1,C-暂缓,0.0,24.266667,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
537,EWJ,,36.1,C-暂缓,0.0,11.818035,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
538,DVY,,36.0,C-暂缓,0.0,11.630668,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
539,TRN,,36.0,C-暂缓,0.0,11.650749,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
540,DTE,,35.9,C-暂缓,0.0,24.432566,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
541,EGO,,35.9,C-暂缓,0.0,11.465116,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
542,SO,,35.9,C-暂缓,0.0,24.438776,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
543,UCB,,35.9,C-暂缓,0.0,11.443889,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
544,OHI,,35.9,C-暂缓,0.0,24.532021,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
545,EEFT,,35.9,C-暂缓,0.0,11.484592,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
546,IWR,,35.8,C-暂缓,0.0,11.426213,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
547,KBR,,35.8,C-暂缓,0.0,11.377276,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
548,LTH,,35.8,C-暂缓,0.0,24.611604,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
549,IBOC,,35.8,C-暂缓,0.0,11.326712,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
550,NVO,,35.8,C-暂缓,0.0,11.396077,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
551,TAL,,35.7,C-暂缓,0.0,11.268693,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
552,TOL,,35.7,C-暂缓,0.0,11.250261,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
553,NFG,,35.7,C-暂缓,0.0,11.159141,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
554,PR,,35.7,C-暂缓,0.0,24.823106,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
555,FNB,,35.7,C-暂缓,0.0,11.208617,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
556,GRFS,,35.7,C-暂缓,0.0,11.207892,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
557,EFA,,35.7,C-暂缓,0.0,11.190373,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
558,FHI,,35.7,C-暂缓,0.0,11.239835,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
559,WSO,Industrials,35.6,C-暂缓,10.0,29.710263,26.67,-0.16,-6.15,经营现金流3Y为负,493.66,-0.16,-6.15,-0.14,2.14,0.39,28.05,6.87,17.87,11.18,10.85,0.17,140.77,4.12,1.63,1.08,1.5,569613000.0
560,PAM,,35.6,C-暂缓,0.0,11.102348,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
561,LMT,,35.6,C-暂缓,0.0,24.944214,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
562,IJJ,,35.6,C-暂缓,0.0,11.019571,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
563,EQX,,35.6,C-暂缓,0.0,11.129733,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
564,EVRG,,35.6,C-暂缓,0.0,24.989989,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
565,KB,,35.5,C-暂缓,0.0,10.982456,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
566,PTC,,35.5,C-暂缓,0.0,10.865514,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
567,VPL,,35.5,C-暂缓,0.0,10.932445,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
568,UAL,,35.5,C-暂缓,0.0,10.969081,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
569,ESAB,,35.5,C-暂缓,0.0,25.004754,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
570,THG,,35.4,C-暂缓,0.0,10.7134,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
571,TMHC,,35.4,C-暂缓,0.0,10.800298,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
572,EBAY,,35.4,C-暂缓,0.0,25.161994,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
573,QLYS,,35.4,C-暂缓,0.0,25.174365,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
574,ONEQ,,35.4,C-暂缓,0.0,10.81907,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
575,FAF,,35.4,C-暂缓,0.0,10.839184,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
576,FLS,,35.4,C-暂缓,0.0,25.195727,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
577,TME,,35.3,C-暂缓,0.0,10.64902,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
578,JCI,,35.3,C-暂缓,0.0,25.3871,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
579,SOXX,,35.3,C-暂缓,0.0,10.608481,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
580,VNT,,35.3,C-暂缓,0.0,10.65545,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
581,EME,,35.3,C-暂缓,0.0,25.334474,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
582,FPE,,35.2,C-暂缓,0.0,10.488235,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
583,GRBK,,35.2,C-暂缓,0.0,10.554204,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
584,DB,,35.1,C-暂缓,0.0,10.311193,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
585,KGC,,35.1,C-暂缓,0.0,10.313037,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
586,HSIC,,35.1,C-暂缓,0.0,25.666967,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
587,OFG,,35.1,C-暂缓,0.0,10.281371,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
588,THC,,35.0,C-暂缓,0.0,10.207025,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
589,DOX,,35.0,C-暂缓,0.0,10.238516,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
590,PCTY,,35.0,C-暂缓,0.0,25.850401,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
591,PFS,,35.0,C-暂缓,0.0,10.221928,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
592,PGR,,35.0,C-暂缓,0.0,10.264097,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
593,IWP,,35.0,C-暂缓,0.0,10.128907,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
594,HMY,,35.0,C-暂缓,0.0,10.214137,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
595,ORI,,35.0,C-暂缓,0.0,10.250795,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
596,EPRT,,35.0,C-暂缓,0.0,25.855995,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
597,MAT,Consumer Cyclical,34.9,C-暂缓,8.0,9.10372,35.94,-0.54,0.31,应收增速>营收,22.48,-0.54,0.31,10.24,8.46,-14.28,48.73,7.43,17.8,6.03,40.41,1.2,4.87,2.15,0.81,1.03,-5.26,593255000.0
598,GPI,,34.9,C-暂缓,0.0,12.589621,,,,无,,,,,15.68,26.43,nan,nan,nan,nan,56.72,2.1,,1.08,,nan,-5.55,
599,BPY,,34.8,C-暂缓,0.0,9.869991,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
600,DLN,,34.8,C-暂缓,0.0,26.065336,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
601,NWG,,34.8,C-暂缓,0.0,9.922368,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
602,TRMB,,34.8,C-暂缓,0.0,26.15938,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
603,TRV,,34.8,C-暂缓,0.0,9.964659,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
604,GOOG,,34.8,C-暂缓,0.0,26.091842,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
605,ENS,,34.8,C-暂缓,0.0,26.144156,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
606,PKG,,34.7,C-暂缓,0.0,27.723834,,,,无,,,,,6.77,8.35,nan,nan,nan,nan,40.7,0.95,,3.17,,nan,-0.18,
607,ICL,,34.7,C-暂缓,0.0,26.307331,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
608,FR,,34.7,C-暂缓,0.0,26.209271,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
609,FCFS,,34.7,C-暂缓,0.0,26.1644,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
610,TM,,34.6,C-暂缓,0.0,9.690576,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
611,PUK,,34.6,C-暂缓,0.0,9.602606,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
612,URI,,34.6,C-暂缓,0.0,26.41135,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
613,ERO,,34.6,C-暂缓,0.0,9.667857,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
614,EZU,,34.6,C-暂缓,0.0,9.641634,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
615,NBIX,,34.5,C-暂缓,0.0,26.557494,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
616,SOLV,,34.5,C-暂缓,0.0,9.509865,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
617,STE,,34.5,C-暂缓,0.0,26.553594,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
618,FSS,,34.5,C-暂缓,0.0,26.569226,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
619,DOV,,34.4,C-暂缓,0.0,26.689475,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
620,PBA,,34.4,C-暂缓,0.0,26.678771,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
621,IMCG,,34.4,C-暂缓,0.0,9.376552,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
622,NWE,,34.4,C-暂缓,0.0,26.657424,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
623,NXPI,,34.4,C-暂缓,0.0,26.663813,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
624,FRO,,34.4,C-暂缓,0.0,9.338754,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
625,ENB,,34.4,C-暂缓,0.0,26.614583,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
626,ESNT,,34.4,C-暂缓,0.0,9.255646,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
627,LTHM,,34.3,C-暂缓,0.0,9.185669,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
628,JPC,,34.3,C-暂缓,0.0,9.141176,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
629,LULU,,34.3,C-暂缓,0.0,9.142802,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
630,MTG,,34.3,C-暂缓,0.0,9.248408,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
631,SKYW,,34.3,C-暂缓,0.0,9.172983,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
632,HYG,,34.3,C-暂缓,0.0,9.18441,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
633,PSI,,34.3,C-暂缓,0.0,9.148585,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
634,VFC,,34.3,C-暂缓,0.0,26.828125,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
635,G,,34.3,C-暂缓,0.0,9.205829,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
636,GRMN,,34.3,C-暂缓,0.0,26.841705,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
637,HGV,,34.3,C-暂缓,0.0,26.760281,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
638,FE,,34.3,C-暂缓,0.0,26.797709,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
639,AIRC,,34.2,C-暂缓,0.0,9.031555,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
640,PFSI,,34.2,C-暂缓,0.0,9.003933,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
641,HTGC,,34.2,C-暂缓,0.0,8.978158,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
642,UDR,,34.2,C-暂缓,0.0,26.901418,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
643,MIFF,,34.1,C-暂缓,0.0,8.902347,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
644,DAVE,,34.1,C-暂缓,0.0,27.155194,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
645,PDD,,34.1,C-暂缓,0.0,8.933985,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
646,PKX,,34.1,C-暂缓,0.0,27.09728,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
647,IAG,,34.1,C-暂缓,0.0,8.843194,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
648,VIST,,34.1,C-暂缓,0.0,8.949926,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
649,UPS,,34.1,C-暂缓,10.0,18.744337,,-4.04,-21.57,经营现金流3Y为负,,-4.04,-21.57,-15.7,-3.78,-5.97,18.08,6.28,34.34,7.78,39.12,1.76,8.04,1.22,1.24,0.86,-0.39,8450000000.0
650,OMF,,34.1,C-暂缓,0.0,8.921509,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
651,EEM,,34.1,C-暂缓,0.0,8.873721,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
652,DHT,,34.0,C-暂缓,0.0,8.796436,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
653,EIX,,34.0,C-暂缓,0.0,8.737523,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
654,UE,,34.0,C-暂缓,0.0,27.288844,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
655,HALO,,34.0,C-暂缓,0.0,27.305263,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
656,EQR,,34.0,C-暂缓,0.0,27.25496,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
657,HTZZ,,33.9,C-暂缓,0.0,27.334264,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
658,APA,Energy,33.9,C-暂缓,16.0,8.435635,20.76,-6.96,-26.45,经营现金流3Y为负；股数膨胀>2%,45.66,-6.96,-26.45,-2.76,-10.19,-6.32,40.56,16.08,23.54,7.72,25.84,0.75,11.04,0.82,0.48,1.24,4.25,4545000000.0
659,MKC,,33.9,C-暂缓,0.0,8.655345,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
660,MKC.V,,33.9,C-暂缓,0.0,8.585463,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
661,MMS,,33.9,C-暂缓,0.0,8.6416,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
662,DRH,,33.9,C-暂缓,0.0,27.382547,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
663,NDAQ,,33.9,C-暂缓,0.0,27.384409,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
664,IGM,,33.9,C-暂缓,0.0,8.629771,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
665,PM,,33.9,C-暂缓,0.0,27.367955,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
666,PTY,,33.9,C-暂缓,0.0,8.666667,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
667,TTC,,33.9,C-暂缓,0.0,27.425229,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
668,USAC,,33.9,C-暂缓,0.0,27.368155,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
669,ESE,,33.9,C-暂缓,0.0,27.449358,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
670,FGSN,,33.8,C-暂缓,0.0,11.032464,17.01,,,无,24.98,,,,,,nan,nan,nan,,,,,,,nan,,
671,NSIT,Technology,33.8,C-暂缓,8.0,20.611897,20.67,-7.53,-17.54,应收增速>营收,148.58,-7.53,-17.54,45.76,19.02,-15.38,21.36,1.91,9.54,1.9,17.46,0.96,3.66,1.25,1.0,1.78,-3.04,303827000.0
672,OZK,,33.8,C-暂缓,0.0,8.407147,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
673,RVT,,33.8,C-暂缓,0.0,8.42353,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
674,PSN,,33.8,C-暂缓,0.0,27.563744,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
675,ENSG,,33.8,C-暂缓,0.0,27.53991,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
676,NMRK,Real Estate,33.7,C-暂缓,10.0,18.938272,22.66,6.78,14.86,经营现金流3Y为负,19.84,6.78,14.86,-47.61,6.26,,nan,3.83,8.63,2.59,41.89,1.44,7.2,1.05,0.68,1.13,1.96,172001000.0
677,PCAR,,33.6,C-暂缓,0.0,27.895673,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
678,LTM,,33.6,C-暂缓,0.0,8.874654,,,,无,,,,,11.08,-1.36,nan,nan,nan,nan,45.85,6.01,,0.6,,nan,-1.74,
679,UNH,,33.6,C-暂缓,0.0,27.76626,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
680,FSM,,33.6,C-暂缓,0.0,8.189128,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
681,FIVE,,33.6,C-暂缓,0.0,25.834805,18.58,,,无,251.63,,,,,,nan,nan,nan,,,,,,,nan,,
682,AVY,Consumer Cyclical,33.5,C-暂缓,10.0,17.751741,20.98,-0.68,-3.14,经营现金流3Y为负,199.54,-0.68,-3.14,-2.84,3.05,-1.14,28.75,7.77,30.69,8.0,42.41,1.66,7.83,1.13,1.03,0.99,-1.65,881400000.0
683,NHC,,33.5,C-暂缓,0.0,27.987313,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
684,IJT,,33.5,C-暂缓,0.0,8.018749,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
685,VIS,,33.5,C-暂缓,0.0,8.080111,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
686,VRTX,,33.5,C-暂缓,0.0,28.045697,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
687,EWZ,,33.5,C-暂缓,0.0,27.964723,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
688,CPB,Consumer Defensive,33.4,C-暂缓,10.0,10.730945,35.97,6.19,-7.35,经营现金流3Y为负,34.17,6.19,-7.35,-1.43,3.36,4.55,30.42,5.87,15.43,4.0,48.42,1.85,3.31,0.77,0.68,1.17,-0.1,1131000000.0
689,HUBB,,33.4,C-暂缓,0.0,28.163743,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
690,VST,,33.4,C-暂缓,0.0,28.147069,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
691,ORLY,,33.4,C-暂缓,0.0,28.16542,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
692,FMX,,33.3,C-暂缓,0.0,28.308533,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
693,PAGP,,33.2,C-暂缓,0.0,28.430415,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
694,EXPO,,33.2,C-暂缓,0.0,28.388384,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
695,MGA,,33.1,C-暂缓,0.0,28.514768,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
696,PARR,,33.1,C-暂缓,0.0,8.832449,,0.65,0.47,无,,0.65,0.47,,,,16.22,4.95,nan,,,,6.8,,,nan,,
697,FTI,,33.0,C-暂缓,0.0,28.672385,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
698,EXPD,,33.0,C-暂缓,0.0,28.673505,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
699,FBT,,33.0,C-暂缓,0.0,28.69189,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
700,GEV,,32.9,C-暂缓,0.0,28.823928,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
701,NGD,,32.9,C-暂缓,0.0,28.828051,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
702,GTES,,32.9,C-暂缓,0.0,28.854879,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
703,TMO,,32.8,C-暂缓,0.0,28.937395,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
704,TRGP,,32.8,C-暂缓,0.0,29.012647,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
705,PACS,,32.8,C-暂缓,0.0,28.957548,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
706,VRSN,,32.8,C-暂缓,0.0,29.015213,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
707,E,,32.6,C-暂缓,0.0,29.229877,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
708,HUBG,,32.6,C-暂缓,0.0,29.220083,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
709,VRSK,,32.6,C-暂缓,0.0,29.325357,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
710,FND,,32.5,C-暂缓,0.0,29.441609,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
711,ETR,,32.5,C-暂缓,0.0,29.381082,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
712,JNJ,,32.4,C-暂缓,0.0,29.602683,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
713,IBB,,32.4,C-暂缓,0.0,29.626752,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
714,DBD,,32.3,C-暂缓,0.0,29.687961,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
715,SN,,32.3,C-暂缓,0.0,29.779358,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
716,HRL,,32.3,C-暂缓,0.0,29.724743,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
717,IMO,,32.2,C-暂缓,0.0,29.891036,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
718,EFX,,32.1,C-暂缓,0.0,29.993352,,,,无,,,,,,,nan,nan,nan,,,,,,,nan,,
719,KSS,Consumer Cyclical,31.4,C-暂缓,0.0,8.016807,24.35,-4.98,nan,无,25.22,-4.98,nan,69.78,,-4.87,40.57,1.75,6.72,2.02,49.62,1.64,2.17,1.46,1.15,3.71,0.3,1380000000.0
720,KVUE,Consumer Defensive,30.6,C-暂缓,10.0,22.774379,16.35,0.39,-10.7,经营现金流3Y为负,22.87,0.39,-10.7,-4.53,3.93,-9.21,58.13,9.72,13.66,5.58,32.04,0.81,5.65,0.96,0.57,1.17,0.48,2197000000.0
721,LBRT,Energy,29.0,C-暂缓,8.0,27.632416,27.08,-1.16,-28.21,FCF/NI<70%,34.48,-1.16,-28.21,4.75,-5.01,-4.27,8.43,3.69,7.11,4.31,17.38,0.3,5.84,1.22,1.17,0.1,-3.23,609598000.0
722,CHH,Consumer Cyclical,27.7,C-暂缓,24.0,14.537805,20.21,4.43,3.66,ROE>40%；经营现金流3Y为负；FCF/NI<70%,135.36,4.43,3.66,-9.68,-1.42,,52.72,23.17,204.13,13.58,69.3,11.16,6.01,0.87,0.59,0.34,-4.13,270447000.0
723,CG,Financial Services,27.6,C-暂缓,8.0,29.720808,36.89,-1.43,-12.93,FCF/NI<70%,69.85,-1.43,-12.93,nan,,,nan,25.17,14.04,3.1,47.72,2.41,,,0.12,-4.17,-0.46,-3275500000.0
724,SQM,Basic Materials,27.3,C-暂缓,8.0,24.214066,29.38,-24.68,-46.8,应收增速>营收,98.0,-24.68,-46.8,,-16.37,0.36,29.56,12.85,10.33,4.52,32.6,0.83,6.35,3.27,0.35,0.74,0.0,
